Identification Brand,Identification Model,Identification Year,Identification Variant,Identification Body Type,Identification Seating Capacity,Identification Segment,Pricing Delhi Ex Showroom Price,Pricing Delhi Resale Value,Engine Cc,Engine Type,Engine Turbo,Engine Bhp,Engine Torque,Engine Transmission,Engine Gears,Engine Drive,Engine 0 100 Sec,Efficiency Fuel Type,Efficiency Mileage Arai,Efficiency Mileage City,Efficiency Mileage Highway,Dimensions Length,Dimensions Width,Dimensions Height,Dimensions Wheelbase,Dimensions Ground Clearance,Dimensions Weight Kg,Dimensions Boot Liters,Ev Data Is Ev,Ev Data Battery Kwh,Ev Data Range Km,Ev Data Charging Ac Hours,Ev Data Charging Dc Min,Safety Ncap Stars,Safety Airbags,Safety Abs,Safety Esp,Safety Hill Hold,Safety Isofix,Safety Tpms,Safety Adas Level 2,Warranty Years,Warranty Km,Warranty Service Km
Maruti Suzuki,Ignis,2025,Alpha AGS,Hatchback,5,Compact Hatchback,780000,Strong,1197,Petrol,FALSE,83,113,AMT,5,FWD,12.5,Petrol,20.89,16,19,3700,1690,1595,2435,180,865,260,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Sigma,Hatchback,5,Premium Hatchback,695000,Strong,1197,Petrol,FALSE,88,113,Manual,5,FWD,12,Petrol,22.3,16.5,20,3990,1745,1500,2520,170,920,318,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Delta,Hatchback,5,Premium Hatchback,850000,Excellent,1197,Petrol,FALSE,89,113,Manual,5,FWD,12,Petrol,22.9,17,20,3990,1745,1500,2520,170,950,318,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Zeta,Hatchback,5,Premium Hatchback,900000,Excellent,1197,Petrol,FALSE,89,113,Manual,5,FWD,11.5,Petrol,22.9,17.5,20,3990,1745,1500,2520,170,950,318,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Baleno,2025,Alpha,Hatchback,5,Premium Hatchback,955000,Strong,1197,Petrol,FALSE,89,113,AMT,5,FWD,13,Petrol,22.9,17.5,20,3990,1745,1500,2520,170,950,318,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Delta AGS,Hatchback,5,Premium Hatchback,910000,Excellent,1197,Petrol,FALSE,89,113,AMT,5,FWD,13,Petrol,22.9,18,21.5,3990,1745,1500,2520,170,960,318,FALSE,0,0,0,0,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Zeta AGS,Hatchback,5,Premium Hatchback,960000,Excellent,1197,Petrol,FALSE,89,113,AMT,5,FWD,13.5,Petrol,22.9,17.5,21,3990,1745,1500,2520,170,975,318,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Alpha AGS,Hatchback,5,Premium Hatchback,1010000,Excellent,1197,Petrol,FALSE,89,113,AMT,5,FWD,12.5,Petrol,22.9,17.5,20,3990,1745,1500,2520,170,960,318,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Baleno,2025,Delta CNG,Hatchback,5,Premium Hatchback,870000,Excellent,1197,Petrol,FALSE,76,99,Manual,5,FWD,15,CNG,31,24,28,3990,1745,1500,2520,170,1060,110,FALSE,0,0,0,0,0,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Baleno,2025,Zeta CNG,Hatchback,5,Premium Hatchback,975000,Excellent,1197,Petrol,FALSE,77,99,Manual,5,FWD,15.5,CNG,30.61,22,27,3990,1745,1500,2520,170,1050,140,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Sigma 1.2,Crossover,5,Compact SUV,770000,Excellent,1197,Petrol,FALSE,88,113,Manual,5,FWD,13,Petrol,21.79,17,19.5,3995,1765,1550,2520,190,990,308,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Delta 1.2,Crossover,5,Sub-Compact SUV,875000,Excellent,1197,Petrol,FALSE,89,113,Manual,5,FWD,13,Petrol,21.79,16,19,3995,1765,1550,2520,190,1015,308,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Delta Plus 1.2,Crossover,5,Compact SUV,900000,Excellent,1197,Petrol,FALSE,89,113,Manual,5,FWD,12.5,Petrol,21.79,15,18,3995,1765,1550,2520,190,1040,308,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Delta Plus Turbo,Crossover,5,B-Segment Crossover,1020000,Excellent,998,Petrol,TRUE,99,148,Automatic,6,FWD,11.5,Petrol,20,16,18,3995,1765,1550,2520,190,1080,308,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Zeta Turbo,Crossover,5,Subcompact SUV,1120000,Excellent,998,Petrol,TRUE,100,148,Manual,5,FWD,10.5,Petrol,21.5,15,19,3995,1765,1550,2520,190,1050,308,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Fronx,2025,Alpha Turbo,Crossover,5,Compact Crossover,1350000,Strong,998,Petrol,TRUE,100,148,Automatic,6,FWD,11,Petrol,20.01,14.5,18.5,3995,1765,1550,2520,190,1150,308,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Fronx,2025,Zeta Turbo AT,Crossover,5,Sub-Compact SUV,1180000,Excellent,998,Petrol,TRUE,99,147,Automatic,6,FWD,11.4,Petrol,20,14.5,17.5,3995,1765,1550,2520,190,1120,308,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Alpha Turbo AT,Crossover,5,Sub-4m Compact Crossover,1190000,Excellent,998,Petrol,TRUE,100,148,Automatic,6,FWD,10.5,Petrol,20,14,18,3995,1765,1550,2520,190,1110,308,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Fronx,2025,Sigma CNG,Compact SUV,5,C1-Segment Crossover,888000,Excellent,1197,Petrol/CNG,FALSE,77,98,Manual,5,FWD,16.5,CNG,28.51,23,26,3995,1765,1550,2520,170,1160,55,FALSE,0,0,0,0,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Fronx,2025,Delta CNG,Crossover,5,Compact SUV,880000,Excellent,1197,Petrol,FALSE,76,98,Manual,5,FWD,16,CNG,28.51,23,25,3995,1765,1550,2520,190,1080,150,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Ciaz,2025,Sigma,Sedan,5,C-Segment,970000,Good,1462,Mild Hybrid,FALSE,103,138,Manual,5,FWD,11.5,Petrol,20.6,15,18,4490,1730,1485,2650,170,1100,510,FALSE,0,0,0,0,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Ciaz,2025,Delta,Sedan,5,C-Segment,1150000,Good,1462,Mild Hybrid,FALSE,103,138,Manual,5,FWD,12.5,Petrol,20.6,14.5,17.5,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Ciaz,2025,Zeta,Sedan,5,C-Segment Sedan,1060000,Excellent,1462,Mild Hybrid,FALSE,103,137,Manual,5,FWD,12,Petrol,20.65,14.5,18.5,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Ciaz,2025,Alpha,Sedan,5,C-Segment,1250000,Strong,1462,Mild Hybrid,FALSE,103,138,Automatic,6,FWD,12,Petrol,20.3,15,18,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Ciaz,2025,Delta AT,Sedan,5,C-Segment,1180000,Strong,1462,Mild Hybrid,FALSE,103,138,Automatic,4,FWD,13.5,Petrol,20,14.5,18,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Ciaz,2025,Zeta AT,Sedan,5,C-Segment,1180000,Strong,1462,Petrol,FALSE,103,137,Automatic,6,FWD,12.5,Petrol,20.3,14.5,18,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Ciaz,2025,Alpha AT,Sedan,5,Mid-size Sedan,1300000,Strong,1462,Mild Hybrid,FALSE,103,138,Automatic,4,FWD,12.5,Petrol,20.3,14.5,18,4490,1730,1485,2650,170,1130,510,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Zeta,MPV,6,C-Segment MPV,1205000,Excellent,1462,Mild Hybrid,FALSE,103,137,Manual,5,FWD,12.5,Petrol,20.9,14.5,17.5,4445,1775,1755,2740,185,1200,209,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Alpha,MPV,6,Premium MUV,1380000,Excellent,1462,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,13,Petrol,20.2,14.5,17,4445,1775,1700,2740,180,1200,209,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Alpha Plus,MPV,6,C-Segment MPV,1365000,Excellent,1462,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,12.5,Petrol,20.2,16,18.5,4445,1775,1700,2740,185,1230,209,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Zeta AT,MPV,6,Premium MUV,1315000,Excellent,1462,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,12.5,Petrol,20.27,13.5,17.5,4445,1775,1755,2740,185,1230,209,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Alpha AT,MPV,6,Premium MPV/Crossover,1350000,Strong,1462,Mild Hybrid,FALSE,103,137,Automatic,6,FWD,12.5,Petrol,20.27,14.5,18,4445,1775,1755,2740,185,1200,209,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,XL6,2025,Alpha Plus AT,MPV,6,Premium MPV,1350000,Excellent,1462,Mild Hybrid,FALSE,101,137,Automatic,6,FWD,13.5,Petrol,20.3,14,17.5,4445,1775,1755,2740,185,1225,209,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,XL6,2025,Zeta CNG,MPV,6,Premium MPV,1315000,Excellent,1462,Petrol,FALSE,87,121,Manual,5,FWD,14.5,CNG,26.3,22,25,4445,1775,1755,2740,185,1250,209,FALSE,0,0,0,0,3,4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Grand Vitara,2025,Sigma,SUV,5,Mid-Size SUV,1120000,Excellent,1462,Mild Hybrid,FALSE,101,137,Manual,5,FWD,12,Petrol,21.11,16,19,4345,1795,1645,2600,210,1185,373,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Grand Vitara,2025,Delta,SUV,5,Compact SUV,1250000,Strong,1462,Mild Hybrid,FALSE,101,137,Manual,5,FWD,12.5,Petrol,21.11,15,19,4345,1795,1645,2600,210,1200,373,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Zeta,SUV,5,Mid-Size SUV,1260000,Excellent,1462,Mild Hybrid,FALSE,103,137,Manual,5,FWD,12.5,Petrol,21.1,15.5,19,4345,1795,1645,2600,210,1210,373,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Grand Vitara,2025,Alpha Strong Hybrid e-CVT,SUV,5,Compact SUV,2150000,Excellent,1490,Hybrid,FALSE,115,122,CVT,1,FWD,11.5,Petrol,28,23,25,4345,1795,1645,2600,210,1320,265,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Zeta Plus Hybrid,SUV,5,C-Segment SUV,2050000,Excellent,1490,Strong Hybrid,FALSE,114,141,CVT,1,FWD,12,Hybrid,28,24,20,4345,1795,1645,2600,210,1320,265,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Alpha Plus Hybrid,SUV,5,Compact SUV,2050000,Excellent,1490,Strong Hybrid,FALSE,114,141,CVT,1,FWD,11.5,Hybrid,27.97,23,20,4345,1795,1645,2600,210,1320,355,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Alpha AWD,SUV,5,Compact SUV,1775000,Excellent,1462,Mild Hybrid,FALSE,103,137,Manual,5,AWD,12.5,Petrol,19.38,14.5,18,4345,1795,1645,2600,210,1245,373,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Delta CNG,SUV,5,Compact SUV,1350000,Excellent,1462,Petrol/CNG,FALSE,87,121,Manual,5,FWD,14.5,CNG,26.6,22.5,25,4345,1795,1645,2600,210,1300,200,FALSE,0,0,0,0,4,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,100000,10000
Maruti Suzuki,Grand Vitara,2025,Zeta CNG,SUV,5,Mid-Size SUV,1380000,Excellent,1462,Petrol,FALSE,86,119,Manual,5,FWD,15.5,CNG,26.5,21,24,4345,1795,1645,2600,210,1270,260,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Jimny,2025,Zeta,SUV,4,Compact Off-Road SUV,1300000,Excellent,1462,Petrol,FALSE,103,134,Manual,5,4WD,14.5,Petrol,16,12.5,15,3985,1645,1720,2590,210,1205,208,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Jimny,2025,Alpha,SUV,5,Compact Off-Road SUV,1550000,Excellent,1462,Petrol,FALSE,103,134,Automatic,4,4WD,14,Petrol,17,13,15,3985,1645,1720,2590,210,1210,208,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Jimny,2025,Zeta AT,SUV,5,Lifestyle Off-Roader,1380000,Excellent,1462,Petrol,FALSE,103,134,Automatic,4,4WD,14.5,Petrol,16.39,12,14.5,3985,1645,1720,2590,210,1210,208,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,40000,10000
Maruti Suzuki,Jimny,2025,Alpha AT,SUV,4,Compact Off-Road SUV,1550000,Excellent,1462,Petrol,FALSE,103,134,Automatic,4,4WD,14.5,Petrol,16.5,12,14.5,3985,1645,1720,2590,210,1210,332,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,40000,10000
Maruti Suzuki,Invicto,2025,Zeta Plus 7Str,MPV,7,Premium MPV,2580000,Strong,1987,Hybrid,FALSE,184,206,CVT,1,FWD,9.5,Hybrid,23.24,18,20,4755,1850,1795,2850,185,1640,300,TRUE,0.8,1,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Invicto,2025,Zeta Plus 8Str,MPV,8,Premium MPV,2570000,Excellent,1987,Hybrid,FALSE,184,206,CVT,1,FWD,9.5,Hybrid,23.24,18,21,4755,1845,1790,2850,185,1720,300,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Maruti Suzuki,Invicto,2025,Alpha Plus 7Str,MPV,7,Premium MPV,2650000,Excellent,1987,Strong Hybrid,FALSE,184,188,CVT,1,FWD,9.5,Petrol,23.24,18,20,4755,1850,1795,2850,185,1700,99,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Era,Hatchback,5,B-Segment,620000,Good,1197,Petrol,FALSE,83,114,Manual,5,FWD,13,Petrol,20,15.5,18,3815,1680,1520,2450,165,950,260,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Magna,Hatchback,5,B-Segment Hatchback,660000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13,Petrol,20,15,18,3815,1680,1520,2450,165,950,260,FALSE,0,0,0,0,2,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Sportz,Hatchback,5,Compact Hatchback,780000,Strong,1197,Petrol,FALSE,83,114,AMT,5,FWD,12.5,Petrol,19.5,14.5,18,3815,1680,1520,2450,170,970,260,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Asta,Hatchback,5,Compact Hatchback,900000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,12.5,Petrol,20,15.5,18.5,3815,1680,1520,2450,165,975,260,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Sportz AMT,Hatchback,5,B-Segment,815000,Strong,1197,Petrol,FALSE,83,114,AMT,5,FWD,13.5,Petrol,20.7,15.5,18.5,3815,1680,1520,2450,165,950,260,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Magna CNG,Hatchback,5,B-Segment,775000,Strong,1197,Petrol/CNG,FALSE,69,95,Manual,5,FWD,16,CNG,28.5,21,25,3815,1680,1520,2450,165,980,145,FALSE,0,0,0,0,2,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Grand i10 Nios,2025,Sportz CNG,Hatchback,5,Compact Hatchback,880000,Strong,1197,Petrol/CNG,FALSE,68,95,Manual,5,FWD,16.5,CNG,28.5,20,25,3815,1680,1520,2450,165,980,100,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Aura,2025,E,Sedan,5,Subcompact Sedan,655000,Good,1197,Petrol,FALSE,83,114,Manual,5,FWD,12.5,Petrol,20,16,19,3995,1680,1520,2450,165,950,402,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Aura,2025,S,Sedan,5,Compact Sedan,800000,Good,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,20.5,15,18.5,3995,1680,1520,2450,165,950,402,FALSE,0,0,0,0,3,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Aura,2025,SX,Compact Sedan,5,Sub-Compact Sedan,880000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,20,15,18.5,3995,1680,1520,2450,165,950,402,FALSE,0,0,0,0,3,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Aura,2025,SX Plus AMT,Sedan,5,Subcompact Sedan,985000,Strong,1197,Petrol,FALSE,83,114,AMT,5,FWD,13.5,Petrol,20.3,14.5,18,3995,1680,1520,2450,165,950,402,FALSE,0,0,0,0,2,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Aura,2025,S CNG,Sedan,5,Compact Sedan,875000,Excellent,1197,Petrol/CNG,FALSE,69,95,Manual,5,FWD,15,CNG,28.5,25,30,3995,1680,1520,2450,165,1040,200,FALSE,0,0,0,0,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Aura,2025,SX CNG,Sedan,5,Sub-4 Meter Sedan,930000,Good,1197,Petrol/CNG,FALSE,68,95,Manual,5,FWD,15,CNG,28,22,26,3995,1680,1520,2450,165,1050,255,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,EX,Micro SUV,5,A-Segment,630000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,19.4,14.5,18,3815,1710,1631,2450,185,980,391,FALSE,0,0,0,0,4,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Exter,2025,EX (O),Micro SUV,5,A-Segment,645000,Average,1197,Petrol,FALSE,83,114,Manual,5,FWD,13.5,Petrol,19.4,14.5,17.5,3815,1710,1631,2450,185,1000,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,Exter,2025,S 1.2 MT,Micro SUV,5,A-Segment Crossover,745000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13,Petrol,19.4,14.5,18,3815,1710,1631,2450,185,1010,391,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,S (O),Micro SUV,5,Compact Crossover,840000,Good,1197,Petrol,FALSE,83,114,Manual,5,FWD,13,Petrol,19,15,18,3815,1710,1631,2450,185,1050,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,SX,Micro SUV,5,A-Segment SUV,950000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,13,Petrol,19.4,14.5,17.5,3815,1710,1631,2450,185,1030,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,SX (O),Micro SUV,5,A-Segment SUV,960000,Excellent,1197,Petrol,FALSE,83,114,Manual,5,FWD,12.8,Petrol,19.4,14,18,3815,1710,1631,2450,185,1010,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,SX (O) Connect,Micro SUV,5,Micro SUV,900000,Excellent,1197,Petrol,FALSE,83,114,AMT,5,FWD,14,Petrol,19.4,14.5,17,3815,1710,1631,2450,185,990,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,S AMT,Micro SUV,5,Compact SUV,875000,Good,1197,Petrol,FALSE,83,114,AMT,5,FWD,13.5,Petrol,19.4,14.5,18,3815,1710,1631,2450,185,960,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,SX AMT,Micro SUV,5,A-Segment Crossover,905000,Good,1197,Petrol,FALSE,83,114,AMT,5,FWD,13.5,Petrol,19.4,15,17.5,3815,1710,1631,2450,185,1020,391,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,S CNG,Crossover,5,Micro SUV,870000,Excellent,1197,Petrol,FALSE,69,95,Manual,5,FWD,16,CNG,27.1,24,26.5,3815,1710,1631,2450,185,1050,100,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,Exter,2025,SX CNG,Micro SUV,5,A-Segment Crossover,905000,Excellent,1197,Petrol/CNG,FALSE,68,95,Manual,5,FWD,17,CNG,27.5,22,26,3815,1710,1631,2450,185,1050,60,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Era,Hatchback,5,Premium Hatchback,730000,Good,1197,Petrol,FALSE,83,115,Manual,5,FWD,13.5,Petrol,20.3,15,18,3995,1775,1505,2580,170,1050,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,10000
Hyundai,i20,2025,Magna,Hatchback,5,Premium Hatchback,795000,Excellent,1197,Petrol,FALSE,83,115,Manual,5,FWD,12.5,Petrol,20.3,15,18,3995,1775,1505,2580,170,1060,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Sportz,Hatchback,5,Premium Hatchback,880000,Good,1197,Petrol,FALSE,83,115,Manual,5,FWD,13,Petrol,20.35,15,18.5,3995,1775,1505,2580,170,1050,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Asta,Hatchback,5,Premium Hatchback,975000,Excellent,1197,Petrol,FALSE,82,115,Manual,5,FWD,12.5,Petrol,20.35,14.5,18.5,3995,1775,1505,2580,170,1080,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Asta (O),Hatchback,5,Premium Hatchback,1065000,Excellent,1197,Petrol,FALSE,87,115,CVT,7,FWD,12,Petrol,20.35,15.5,18.5,3995,1775,1505,2580,170,1105,311,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Sportz IVT,Hatchback,5,Premium Hatchback,975000,Excellent,1197,Petrol,FALSE,87,115,CVT,7,FWD,13.5,Petrol,20,14.5,18,3995,1775,1505,2580,170,1070,311,FALSE,0,0,0,0,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Hyundai,i20,2025,Asta (O) IVT,Hatchback,5,Premium Hatchback,1020000,Excellent,1197,Petrol,FALSE,87,115,CVT,7,FWD,12.5,Petrol,20.3,14.5,18,3995,1775,1505,2580,170,1085,311,FALSE,0,0,0,0,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
